emp_no;salary
216838;52399
216839;52470
216840;53063
216841;82690
216842;88855
216843;43476
216844;103541
216845;85393
216846;90923
216847;75355
216848;83529
216849;40402
216850;40534
216851;72935
216852;73539
216853;64321
216854;62371
216855;70789
216856;69682
216857;103811
216858;65724
216859;60285
216860;112316
216861;50246
216862;40147
216863;84772
216864;77828
216865;66248
216866;57973
216867;128308
216868;73125
216869;66855
216870;67837
216871;52014
216872;105569
216873;57200
216874;64096
216875;58879
216876;77469
216877;101496
216878;49204
216879;58248
216880;78335
216881;78386
216882;63271
216883;67901
216884;68368
216885;78749
216886;66941
216887;104073
216888;56652
216889;56363
216890;55468
216891;93013
216892;74951
216893;47479
216894;78742
216895;67352
216896;51549
216897;72626
216898;68508
216899;55815
216900;70364
216901;74189
216902;64500
216903;101124
216904;49213
216905;72559
216906;98961
216907;71554
216908;58197
216909;58005
216910;61156
216911;69113
216912;48907
216913;44286
216914;70339
216915;55671
216916;95137
216917;78653
216918;85526
216919;86680
216920;49661
216921;67830
216922;61844
216923;91216
216924;91892
216925;56157
216926;45241
216927;82082
216928;76411
216929;44664
216930;86130
216931;92276
216932;51020
216933;77705
216934;79279
216935;79489
216936;101172
216937;73433
216938;76461
216939;67069
216940;86716
216941;58873
216942;56545
216943;51723
216944;48261
216945;77719
216946;77178
216947;91894
216948;72466
216949;51707
216950;65441
216951;42541
216952;43783
216953;65452
216954;65322
216955;79814
216956;63071
216957;65485
216958;69922
216959;68403
216960;90626
216961;76847
216962;60862
216963;66988
216964;73716
216965;64745
216966;66740
216967;72524
216968;81907
216969;49433
216970;49424
216971;79393
216972;40000
216973;55259
216974;50969
216975;91302
216976;102882
216977;65718
216978;65577
216979;60439
216980;97091
216981;104518
216982;73337
216983;66192
216984;109036
216985;40000
216986;72943
216987;76514
216988;88417
216989;79055
216990;51437
216991;71220
216992;86086
216993;97248
216994;74103
216995;65671
216996;61905
216997;84597
216998;75500
216999;71460
217000;80463
217001;70188
217002;62852
217003;61307
217004;95430
217005;57374
217006;79832
217007;40000
217008;50411
217009;74290
217010;84086
217011;54970
217012;54754
217013;64211
217014;40000
217015;59708
217016;73094
217017;80772
217018;74370
217019;96355
217020;127374
217021;68127
217022;52786
217023;59404
217024;63510
217025;45903
217026;66878
217027;51455
217028;44605
217029;77210
217030;43824
217031;91704
217032;42239
217033;75896
217034;73076
217035;77377
217036;70298
217037;71445
217038;103856
217039;66205
217040;77165
217041;56061
217042;51969
217043;75393
217044;57059
217045;44550
217046;63253
217047;108714
217048;87757
217049;62739
217050;50424
217051;58529
217052;42963
217053;63138
217054;71741
217055;47471
217056;69125
217057;76861
217058;91364
217059;56641
217060;96763
217061;51659
217062;80952
217063;52780
217064;59427
217065;63741
217066;96102
217067;60234
217068;75073
217069;77144
217070;99847
217071;63636
217072;94948
217073;72481
217074;105892
217075;67071
217076;40000
217077;68132
217078;55646
217079;103916
217080;46280
217081;70491
217082;71236
217083;77332
217084;73148
217085;42667
217086;67984
217087;61357
217088;112319
217089;47212
217090;49973
217091;67770
217092;44066
217093;40960
217094;45603
217095;77696
217096;64357
217097;60919
217098;96401
217099;75862
217100;51077
217101;40000
217102;59871
217103;85004
217104;81811
217105;79009
217106;67482
217107;40363
217108;92351
217109;69642
217110;46219
217111;83265
217112;80810
217113;48228
217114;55145
217115;63258
217116;70501
217117;51366
217118;84061
217119;65268
217120;108119
217121;67408
217122;100586
217123;91479
217124;59811
217125;63554
217126;63212
217127;90945
217128;64195
217129;48323
217130;81990
217131;59080
217132;51957
217133;55602
217134;79733
217135;41129
217136;82671
217137;103249
217138;86393
217139;64263
217140;83135
217141;83175
217142;64205
217143;68473
217144;61124
217145;66439
217146;65569
217147;86340
217148;45636
217149;90853
217150;69080
217151;82252
217152;80342
217153;51017
217154;43011
217155;70459
217156;61259
217157;78982
217158;44827
217159;44754
217160;78840
217161;101590
217162;66831
217163;69865
217164;79710
217165;75744
217166;40000
217167;40000
217168;74404
217169;54437
217170;45145
217171;74206
217172;89768
217173;127136
217174;45899
217175;54507
217176;74482
217177;43462
217178;111154
217179;71985
217180;49251
217181;78028
217182;66399
217183;77025
217184;54130
217185;69318
217186;102162
217187;67939
217188;104744
217189;96805
217190;82034
217191;45629
217192;73468
217193;65716
217194;74489
217195;72208
217196;99811
217197;81982
217198;76720
217199;106305
217200;60684
217201;93778
217202;74670
217203;74340
217204;67485
217205;83662
217206;58274
217207;113155
217208;79669
217209;115587
217210;120655
217211;60173
217212;48524
217213;59908
217214;95852
217215;85283
217216;87830
217217;97767
217218;51145
217219;91846
217220;69846
217221;57041
217222;107941
217223;94977
217224;71723
217225;62767
217226;58390
217227;84999
217228;63750
217229;71213
217230;65925
217231;74465
217232;50437
217233;82958
217234;60087
217235;61961
217236;70477
217237;85573
217238;46639
217239;90793
217240;47922
217241;78678
217242;69506
217243;47627
217244;107559
217245;89485
217246;45320
217247;65871
217248;63559
217249;83889
217250;79977
217251;67415
217252;42195
217253;75047
217254;47384
217255;47203
217256;70781
217257;92032
217258;89222
217259;63391
217260;54132
217261;85750
217262;74279
217263;55099
217264;73533
217265;68635
217266;52618
217267;60463
217268;76382
217269;51117
217270;43068
217271;109951
217272;94836
217273;40387
217274;84961
217275;61579
217276;72418
217277;56219
217278;66814
217279;94762
217280;66551
217281;49414
217282;75415
217283;67396
217284;97159
217285;80763
217286;61962
217287;53263
217288;68525
217289;65989
217290;51146
217291;81805
217292;78074
217293;107890
217294;70203
217295;116169
217296;47548
217297;69801
217298;102973
217299;82997
217300;62169
217301;85724
217302;73694
217303;66273
217304;75497
217305;76865
217306;64888
217307;60400
217308;49799
217309;62607
217310;98394
217311;53573
217312;69513
217313;78371
217314;81809
217315;71995
217316;73336
217317;67069
217318;50614
217319;57427
217320;60749
217321;102852
217322;65199
217323;60932
217324;58932
217325;69427
217326;55709
217327;78160
217328;45780
217329;50656
217330;77866
217331;100935
217332;74365
217333;75403
217334;51520
217335;89701
217336;112949
217337;45525
217338;79068
217339;99412
217340;95282
217341;52940
217342;59692
217343;65668
217344;49627
217345;79666
217346;68067
217347;60658
217348;77320
217349;62872
217350;97736
217351;49332
217352;73200
217353;78155
217354;58037
217355;64731
217356;57640
217357;63014
217358;87748
217359;75871
217360;70401
217361;43174
217362;78006
217363;94994
217364;51627
217365;49270
217366;59746
217367;91093
217368;97904
217369;59147
217370;81535
217371;96959
217372;62798
217373;59318
217374;60515
217375;95160
217376;91661
217377;70226
217378;75726
217379;107599
217380;94325
217381;82381
217382;53602
217383;76806
217384;60073
217385;95559
217386;101299
217387;68346
217388;62843
217389;51540
217390;52770
217391;63861
217392;61575
217393;40000
217394;96397
217395;89407
217396;54376
217397;83866
217398;101754
217399;66715
217400;74117
217401;77991
217402;47620
217403;57653
217404;62298
217405;50767
217406;55762
217407;119285
217408;77670
217409;66388
217410;71854
217411;73750
217412;94916
217413;77721
217414;65748
217415;80393
217416;58850
217417;52562
217418;98041
217419;94435
217420;67964
217421;107218
217422;74374
217423;62326
217424;80267
217425;55560
217426;61814
217427;54792
217428;57343
217429;71660
217430;45927
217431;85519
217432;75936
217433;89473
217434;82022
217435;65380
217436;85103
217437;80618
217438;99270
217439;57419
217440;48775
217441;85569
217442;63148
217443;62127
217444;64531
217445;94694
217446;40000
217447;85676
217448;63350
217449;54432
217450;109826
217451;67429
217452;40709
217453;73516
217454;61839
217455;76805
217456;109336
217457;59174
217458;96547
217459;73412
217460;43293
217461;54198
217462;40000
217463;80125
217464;63655
217465;52119
217466;80848
217467;40000
217468;76884
217469;64132
217470;54287
217471;89758
217472;57490
217473;55407
217474;64737
217475;70401
217476;62833
217477;88223
217478;43493
217479;84614
217480;99804
217481;79916
217482;49202
217483;61272
217484;70940
217485;83605
217486;52300
217487;44616
217488;68457
217489;78568
217490;74203
217491;62248
217492;112188
217493;86674
217494;83392
217495;44161
217496;65702
217497;53177
217498;117448
217499;94053
217500;45210
217501;56575
217502;60343
217503;76155
217504;70250
217505;59656
217506;45431
217507;89184
217508;52962
217509;71065
217510;86745
217511;60283
217512;75249
217513;66107
217514;54351
217515;58005
217516;70084
217517;86133
217518;56552
217519;70527
217520;66282
217521;68204
217522;54973
217523;98907
217524;51441
217525;63653
217526;67639
217527;46648
217528;44347
217529;79191
217530;44611
217531;78546
217532;73838
217533;76434
217534;67589
217535;73057
217536;47370
217537;54760
217538;48188
217539;51998
217540;71035
217541;42120
217542;101015
217543;100317
217544;98155
217545;52606
217546;81359
217547;73496
217548;54201
217549;67458
217550;69795
217551;69838
217552;62823
217553;62150
217554;92430
217555;66617
217556;57926
217557;77531
217558;73561
217559;75522
217560;43113
217561;91414
217562;51474
217563;85449
217564;100665
217565;69139
217566;82974
217567;66034
217568;63925
217569;76379
217570;63483
217571;86364
217572;81221
217573;68496
217574;65618
217575;52935
217576;119491
217577;81960
217578;72786
217579;62251
217580;76485
217581;60857
217582;52200
217583;74938
217584;59496
217585;67785
217586;70767
217587;64782
217588;70962
217589;70498
217590;67111
217591;105637
217592;50188
217593;52121
217594;63614
217595;94266
217596;43718
217597;51648
217598;59323
217599;74868
217600;80484
217601;59210
217602;78283
217603;51402
217604;65778
217605;58087
217606;63681
217607;89082
217608;124383
217609;96947
217610;51156
217611;43367
217612;74589
217613;68730
217614;58014
217615;53743
217616;90545
217617;42763
217618;77774
217619;93626
217620;89354
217621;81770
217622;43892
217623;63267
217624;79803
217625;86959
217626;99793
217627;51346
217628;75867
217629;63752
217630;110968
217631;53767
217632;72887
217633;59493
217634;94498
217635;78699
217636;72405
217637;79754
217638;60420
217639;63816
217640;79591
217641;66389
217642;61970
217643;78617
217644;50549
217645;61500
217646;70194
217647;55500
217648;40835
217649;125243
217650;72291
217651;53925
217652;71454
217653;59849
217654;67286
217655;43896
217656;61017
217657;75954
217658;84850
217659;79688
217660;56871
217661;80601
217662;55920
217663;82037
217664;79076
217665;54428
217666;96662
217667;58059
217668;63986
217669;51623
217670;87725
217671;51646
217672;77044
217673;97656
217674;80508
217675;85664
217676;48914
217677;62135
217678;57327
217679;60780
217680;82004
217681;98277
217682;66325
217683;73803
217684;50641
217685;50022
217686;66515
217687;87811
217688;75864
217689;61295
217690;57838
217691;75656
217692;58321
217693;64375
217694;55837
217695;83247
217696;79430
217697;73128
217698;68403
217699;49429
217700;75827
217701;51639
217702;106133
217703;83309
217704;54519
217705;56160
217706;77754
217707;74739
217708;44077
217709;52651
217710;66547
217711;117596
217712;58910
217713;79038
217714;71461
217715;48969
217716;97256
217717;69362
217718;62730
217719;72491
217720;74290
217721;64172
217722;64820
217723;52261
217724;90216
217725;62210
217726;59608
217727;62571
217728;105870
217729;54882
217730;47095
217731;46184
217732;76951
217733;89812
217734;74719
217735;66635
217736;68810
217737;61245
217738;52439
217739;53159
217740;70366
217741;60543
217742;73934
217743;69094
217744;58274
217745;53727
217746;90055
217747;40573
217748;64433
217749;40516
217750;48412
217751;72747
217752;75328
217753;69598
217754;78145
217755;70781
217756;84197
217757;56332
217758;68864
217759;57162
217760;70825
217761;57828
217762;89269
217763;75611
217764;44334
217765;58340
217766;59725
217767;73379
217768;55708
217769;62571
217770;109812
217771;71570
217772;58649
217773;56108
217774;74012
217775;56874
217776;42974
217777;60361
217778;72817
217779;79447
217780;72005
217781;54463
217782;65981
217783;55178
217784;85242
217785;95141
217786;70610
217787;51781
217788;42487
217789;78158
217790;54963
217791;62555
217792;101052
217793;45499
217794;83978
217795;71775
217796;75999
217797;67268
217798;58455
217799;98352
217800;64029
217801;116829
217802;92969
217803;52754
217804;63908
217805;68654
217806;47195
217807;74203
217808;57247
217809;49641
217810;56871
217811;79285
217812;74637
217813;83232
217814;74697
217815;64985
217816;106137
217817;44075
217818;63797
217819;59650
217820;84627
217821;43760
217822;59452
217823;56584
217824;91288
217825;48561
217826;103754
217827;55637
217828;61478
217829;72707
217830;70219
217831;81614
217832;75772
217833;52113
217834;56420
217835;72941
217836;63057
217837;88555
217838;65840
217839;56468
217840;70442
217841;75189
217842;45260
217843;45306
217844;72324
217845;60401
217846;65817
217847;61770
217848;61689
217849;97701
217850;63947
217851;55879
217852;104281
217853;52244
217854;47252
217855;133720
217856;74194
217857;65714
217858;53310
217859;97033
217860;99597
217861;70324
217862;58520
217863;47257
217864;62658
217865;50732
217866;86301
217867;93513
217868;56744
217869;51247
217870;84696
217871;69500
217872;57895
217873;63584
217874;64649
217875;78886
217876;63262
217877;75599
217878;80613
217879;84162
217880;47929
217881;44431
217882;90602
217883;64741
217884;113722
217885;88970
217886;86066
217887;55018
217888;71389
217889;54027
217890;83917
217891;116945
217892;83859
217893;50026
217894;98365
217895;94581
217896;47934
217897;60932
217898;66375
217899;51681
217900;75797
217901;97229
217902;81845
217903;65923
217904;62649
217905;46860
217906;92305
217907;83097
217908;55476
217909;51367
217910;108653
217911;45624
217912;57856
217913;66438
217914;85873
217915;92524
217916;56683
217917;89118
217918;44448
217919;57036
217920;40000
217921;58329
217922;64643
217923;48819
217924;61515
217925;50029
217926;67691
217927;58303
217928;55846
217929;84178
217930;64742
217931;98024
217932;69314
217933;72041
217934;60190
217935;50312
217936;94546
217937;83791
217938;71864
217939;57623
217940;65622
217941;73714
217942;79464
217943;59951
217944;64045
217945;115576
217946;42209
217947;40000
217948;48869
217949;59903
217950;78974
217951;45603
217952;94476
217953;54873
217954;48482
217955;83097
217956;55379
217957;50916
217958;68342
217959;49327
217960;56668
217961;63334
217962;57008
217963;72536
217964;90529
217965;60048
217966;54275
217967;112098
217968;99180
217969;70972
217970;111982
217971;90337
217972;94785
217973;61683
217974;58481
217975;68658
217976;90814
217977;43164
217978;44411
217979;65433
217980;53103
217981;101427
217982;71955
217983;42432
217984;44032
217985;73382
217986;70839
217987;83737
217988;73548
217989;79208
217990;85037
217991;93794
217992;46222
217993;58232
217994;71706
217995;69841
217996;69284
217997;77203
217998;53175
217999;84323
218000;64633
218001;53819
218002;58582
218003;66033
218004;64339
218005;61255
218006;60947
218007;90862
218008;46938
218009;90184
218010;75605
218011;56197
218012;54277
218013;57507
218014;78409
218015;61974
218016;69928
218017;74619
218018;76020
218019;106928
218020;42944
218021;76614
218022;70703
218023;47977
218024;77603
218025;59092
218026;52889
218027;64577
218028;53649
218029;74844
218030;87349
218031;79854
218032;117005
218033;43487
218034;86546
218035;67173
218036;56731
218037;40000
218038;77733
218039;58345
218040;80234
218041;82645
218042;81947
218043;82111
218044;85464
218045;98511
218046;56181
218047;69623
218048;48810
218049;55450
218050;48000
218051;76036
218052;65626
218053;114556
218054;71962
218055;71708
218056;63123
218057;49156
218058;69860
218059;62904
218060;74000
218061;66730
218062;45859
218063;53029
218064;43520
218065;94483
218066;72331
218067;74512
218068;70993
218069;65761
218070;108332
218071;93550
218072;55627
218073;40000
218074;69156
218075;66706
218076;62870
218077;73167
218078;65126
218079;76084
218080;63048
218081;100112
218082;68843
218083;68226
218084;108057
218085;41242
218086;56992
218087;110205
218088;44509
218089;112937
218090;47030
218091;71053
218092;53825
218093;67895
218094;51300
218095;47930
218096;63682
218097;69008
218098;84307
218099;46876
218100;60486
218101;87111
218102;68502
218103;72396
218104;62145
218105;68023
218106;55248
218107;92721
218108;99540
218109;42908
218110;52828
218111;45986
218112;67652
218113;70376
218114;64685
218115;51697
218116;58917
218117;45267
218118;68080
218119;46422
218120;61559
218121;74349
218122;59424
218123;86859
218124;65264
218125;71643
218126;98177
218127;53561
218128;56896
218129;51505
218130;75585
218131;40000
218132;74163
218133;54336
218134;64314
218135;57127
218136;43368
218137;52793
218138;91949
218139;52695
218140;48393
218141;88526
218142;75665
218143;64793
218144;42572
218145;88543
218146;82985
218147;71166
218148;112329
218149;85195
218150;97922
218151;71375
218152;85079
218153;68960
218154;79566
218155;55813
218156;63657
218157;56867
218158;63923
218159;139360
218160;47031
218161;64641
218162;57445
218163;64928
218164;42668
218165;89146
218166;60288
218167;95332
218168;43546
218169;63660
218170;63649
218171;52690
218172;92787
218173;72883
218174;54381
218175;64018
218176;63870
218177;45409
218178;59596
218179;49485
218180;81762
218181;62227
218182;65364
218183;96214
218184;62539
218185;63557
218186;67876
218187;62628
218188;59629
218189;80956
218190;83812
218191;45877
218192;48978
218193;81610
218194;60976
218195;74815
218196;79325
218197;58313
218198;70430
218199;78242
218200;63118
218201;74518
218202;68594
218203;73837
218204;56602
218205;103634
218206;64848
218207;63761
218208;51711
218209;66641
218210;71204
218211;75612
218212;92359
218213;101819
218214;98202
218215;117776
218216;100636
218217;89760
218218;63414
218219;72371
218220;47038
218221;43122
218222;78591
218223;71583
218224;71892
218225;53522
218226;57159
218227;54332
218228;98101
218229;48188
218230;44114
218231;64508
218232;64005
218233;67717
218234;47432
218235;81211
218236;80321
218237;141631
218238;44016
218239;47284
218240;55898
218241;66543
218242;69547
218243;72001
218244;68247
218245;48209
218246;78018
218247;74970
218248;81651
218249;69448
218250;121487
218251;88330
218252;79244
218253;61881
218254;89473
218255;43154
218256;67189
218257;61834
218258;98309
218259;69882
218260;68520
218261;81527
218262;58000
218263;76934
218264;76175
218265;48415
218266;53646
218267;48186
218268;47855
218269;70539
218270;61039
218271;89620
218272;60438
218273;93417
218274;45643
218275;81199
218276;64666
218277;54635
218278;57082
218279;84530
218280;58999
218281;62630
218282;69670
218283;99082
218284;51237
218285;58033
218286;108373
218287;83303
218288;46922
218289;71148
218290;48517
218291;71044
218292;76079
218293;62728
218294;60788
218295;68378
218296;101765
218297;63774
218298;70568
218299;91149
218300;78023
218301;65833
218302;61252
218303;96491
218304;104774
218305;76985
218306;94834
218307;59812
218308;68985
218309;49633
218310;48782
218311;76583
218312;40000
218313;55541
218314;49879
218315;83147
218316;55592
218317;58585
218318;57829
218319;77331
218320;58162
218321;93446
218322;69169
218323;62255
218324;47836
218325;73039
218326;49173
218327;63461
218328;67053
218329;72592
218330;105416
218331;61529
218332;78686
218333;60093
218334;69006
218335;71111
218336;123889
218337;102025
218338;56167
218339;55233
218340;41820
218341;52776
218342;67355
218343;40000
218344;53783
218345;72203
218346;81665
218347;90304
218348;89971
218349;61489
218350;74619
218351;54063
218352;61504
218353;87348
218354;70713
218355;56199
218356;67871
218357;106978
218358;69420
218359;62609
218360;67293
218361;40366
218362;74990
218363;54612
218364;71920
218365;51153
218366;78027
218367;61083
218368;97128
218369;61727
218370;71004
218371;82807
218372;76382
218373;63300
218374;61978
218375;71815
218376;48682
218377;78690
218378;74176
218379;50890
218380;84221
218381;83890
218382;57588
218383;67749
218384;57906
218385;67181
218386;55686
218387;40000
218388;78720
218389;61899
218390;73272
218391;96986
218392;80837
218393;49616
218394;67877
218395;87944
218396;53880
218397;43595
218398;60070
218399;61825
218400;116345
218401;79682
218402;58746
218403;65424
218404;49643
218405;74551
218406;44509
218407;65636
218408;90349
218409;72799
218410;58823
218411;64823
218412;44482
218413;66887
218414;73977
218415;69857
218416;62847
218417;89839
218418;68048
218419;62445
218420;75225
218421;60179
218422;46558
218423;55612
218424;57376
218425;76727
218426;49432
218427;52086
218428;54344
218429;81386
218430;93023
218431;66795
218432;98365
218433;68002
218434;70362
218435;69599
218436;58876
218437;46522
218438;74253
218439;83654
218440;48445
218441;68846
218442;55059
218443;62244
218444;67779
218445;86418
218446;80063
218447;49679
218448;73638
218449;74400
218450;89399
218451;55202
218452;60109
218453;68106
218454;77092
218455;53503
218456;87155
218457;43664
218458;85402
218459;78650
218460;44996
218461;67153
218462;99611
218463;66710
218464;45627
218465;42056
218466;55235
218467;95747
218468;66541
218469;51808
218470;60503
218471;50634
218472;63657
218473;91728
218474;71437
218475;71738
218476;113465
218477;48234
218478;55713
218479;63258
218480;70016
218481;90425
218482;88348
218483;91695
218484;46432
218485;49924
218486;93059
218487;53391
218488;79522
218489;60451
218490;102335
218491;74877
218492;51051
218493;68853
218494;61177
218495;79403
218496;44709
218497;65150
218498;99731
218499;57525
218500;96549
218501;60545
218502;55452
218503;68321
218504;88123
218505;76747
218506;64201
218507;54675
218508;81691
218509;55994
218510;45241
218511;76523
218512;67831
218513;47691
218514;102581
218515;61252
218516;87845
218517;49332
218518;73925
218519;79250
218520;79113
218521;77500
218522;60162
218523;60107
218524;74735
218525;66818
218526;75111
218527;67155
218528;67682
218529;56609
218530;41326
218531;55198
218532;95463
218533;40000
218534;47491
218535;51763
218536;91761
218537;105099
218538;49101
218539;82282
218540;79999
218541;53596
218542;56558
218543;48046
218544;74365
218545;73896
218546;59743
218547;89003
218548;60317
218549;49652
218550;58448
218551;75554
218552;85442
218553;67452
218554;54294
218555;55702
218556;72788
218557;83137
218558;64128
218559;53076
218560;87484
218561;57167
218562;67980
218563;42344
218564;54896
218565;70590
218566;93322
218567;63752
218568;40964
218569;75880
218570;67972
218571;85210
218572;78080
218573;65096
218574;69105
218575;83811
218576;52152
218577;42582
218578;43784
218579;72055
218580;42674
218581;52780
218582;47229
218583;74119
218584;59525
218585;72074
218586;75914
218587;107105
218588;69572
218589;62549
218590;91438
218591;75943
218592;81205
218593;64813
218594;48528
218595;58979
218596;79445
218597;78012
218598;84763
218599;67538
218600;64743
218601;55356
218602;64415
218603;44636
218604;67054
218605;98345
218606;57621
218607;74277
218608;86516
218609;78770
218610;87176
218611;49233
218612;55482
218613;73406
218614;110259
218615;51719
218616;79955
218617;71961
218618;46732
218619;43478
218620;80614
218621;61311
218622;100433
218623;73156
218624;97142
218625;70432
218626;54763
218627;64862
218628;77112
218629;67980
218630;90701
218631;64455
218632;49469
218633;65557
218634;73532
218635;58757
218636;107663
218637;62042
218638;119781
218639;73719
218640;84613
218641;61512
218642;47656
218643;40018
218644;75875
218645;73085
218646;97332
218647;70035
218648;54719
218649;50953
218650;72035
218651;78251
218652;71987
218653;72141
218654;110959
218655;80220
218656;80878
218657;68301
218658;54118
218659;64056
218660;50789
218661;76280
218662;61173
218663;56290
218664;79590
218665;82399
218666;60734
218667;85673
218668;79929
218669;95524
218670;61743
218671;40000
218672;66856
218673;61759
218674;77724
218675;101071
218676;80526
218677;93884
218678;79336
218679;74541
218680;52004
218681;54395
218682;65463
218683;84989
218684;66378
218685;83366
218686;64144
218687;73187
218688;65349
218689;83699
218690;67377
218691;72809
218692;75622
218693;68629
218694;67721
218695;55247
218696;79520
218697;45482
218698;65795
218699;71215
218700;84732
218701;70119
218702;75824
218703;88214
218704;84063
218705;77618
218706;46100
218707;54425
218708;106031
218709;78143
218710;46657
218711;68029
218712;98089
218713;103706
218714;92633
218715;58442
218716;48496
218717;94199
218718;67478
218719;73417
218720;44611
218721;47128
218722;78765
218723;50524
218724;73348
218725;80851
218726;67365
218727;87983
218728;60481
218729;89179
218730;102626
218731;122188
218732;117322
218733;65141
218734;64560
218735;76625
218736;52293
218737;71176
218738;51725
218739;110479
218740;72328
218741;45052
218742;83107
218743;61374
218744;60970
218745;72950
218746;60561
218747;53101
218748;48405
218749;59242
218750;99558
218751;50657
218752;47394
218753;51574
218754;95364
218755;64762
218756;71510
218757;91964
218758;63929
218759;45496
218760;65813
218761;63997
218762;42747
218763;78539
218764;94142
218765;43621
218766;81243
218767;43531
218768;46831
218769;60503
218770;65007
218771;57640
218772;118901
218773;58703
218774;58277
218775;77710
218776;85360
218777;52620
218778;60659
218779;53054
218780;44387
218781;57177
218782;112793
218783;66180
218784;75077
218785;92958
218786;58237
218787;68806
218788;71137
218789;81036
218790;91043
218791;54268
218792;54611
218793;73032
218794;41978
218795;84816
218796;76061
218797;56662
218798;55382
218799;69043
218800;74351
218801;63458
218802;45317
218803;56961
218804;74183
218805;72063
218806;59056
218807;108975
218808;82624
218809;71078
218810;61170
218811;75159
218812;82887
218813;57207
218814;87630
218815;66193
218816;46656
218817;57916
218818;97733
218819;76634
218820;53118
218821;57303
218822;61150
218823;65282
218824;46810
218825;74695
218826;47558
218827;78596
218828;85839
218829;82775
218830;72671
218831;110933
218832;63834
218833;65236
218834;76459
218835;45941
218836;56055
218837;79929
218838;90159
218839;98113
218840;82389
218841;51070
218842;87113
218843;60051
218844;74008
218845;40000
218846;68868
218847;46165
218848;79425
218849;60373
218850;81343
218851;57896
218852;103056
218853;43379
218854;51567
218855;43517
218856;67642
218857;86202
218858;67942
218859;45152
218860;87952
218861;72130
218862;93447
218863;49006
218864;43771
218865;76290
218866;67754
218867;71197
218868;40000
218869;64012
218870;76924
218871;42985
218872;74251
218873;74522
218874;40357
218875;85370
218876;73097
218877;68935
218878;68778
218879;77655
218880;69524
218881;54728
218882;88376
218883;77052
218884;42559
218885;77691
218886;105135
218887;57799
218888;67612
218889;65949
218890;102944
218891;52055
218892;41283
218893;65552
218894;81397
218895;54706
218896;41757
218897;51371
218898;50102
218899;86019
218900;66603
218901;58031
218902;76824
218903;61560
218904;72081
218905;56581
218906;70420
218907;44320
218908;55910
218909;66954
218910;79393
218911;60361
218912;63496
218913;47468
218914;77392
218915;64687
218916;80110
218917;107703
218918;62047
218919;94990
218920;61865
218921;76204
218922;60634
218923;70242
218924;83991
218925;56678
218926;83654
218927;69453
218928;73175
218929;60943
218930;80148
218931;106589
218932;67500
218933;71056
218934;89931
218935;64537
218936;89164
218937;44081
218938;78836
218939;88768
218940;74323
218941;55646
218942;64431
218943;61011
218944;52792
218945;78000
218946;116439
218947;81625
218948;101161
218949;66635
218950;62972
218951;44494
218952;62260
218953;54225
218954;89042
218955;83614
218956;73169
218957;75859
218958;83350
218959;75091
218960;76663
218961;96468
218962;84369
218963;56589
218964;69187
218965;71788
218966;46870
218967;74756
218968;45359
218969;78746
218970;59041
218971;50359
218972;64667
218973;66283
218974;55865
218975;71942
218976;97652
218977;40994
218978;112218
218979;86321
218980;70323
218981;82366
218982;53671
218983;85517
218984;96518
218985;41663
218986;79932
218987;103936
218988;64569
218989;69315
218990;46881
218991;71913
218992;52987
218993;63002
218994;53133
218995;70560
218996;61014
218997;54444
218998;61773
218999;59949
219000;81247
219001;70028
219002;56958
219003;73757
219004;50280
219005;60647
219006;71118
219007;66458
219008;79225
219009;97995
219010;75234
219011;49353
219012;50187
219013;65694
219014;76057
219015;74413
219016;90989
219017;101609
219018;65867
219019;50174
219020;94198
219021;99771
219022;91651
219023;77577
219024;67171
219025;61105
219026;92677
219027;76807
219028;54298
219029;59103
219030;45405
219031;64622
219032;70465
219033;81228
219034;67429
219035;67680
219036;52883
219037;42912
219038;83071
219039;65110
219040;63120
219041;60606
219042;82017
219043;95771
219044;93550
219045;47098
219046;61952
219047;68722
219048;60426
219049;83080
219050;87588
219051;102999
219052;79947
219053;60348
219054;75057
219055;58516
219056;70630
219057;94984
219058;53563
219059;92122
219060;66136
219061;48204
219062;64890
219063;47853
219064;45376
219065;71338
219066;66423
219067;74906
219068;79930
219069;73069
219070;43459
219071;52031
219072;59255
219073;93973
219074;64950
219075;61101
219076;44778
219077;67351
219078;68705
219079;49440
219080;87495
219081;70619
219082;48551
219083;78478
219084;81647
219085;47140
219086;98679
219087;68693
219088;89723
219089;46662
219090;90072
219091;56927
219092;87111
219093;56999
219094;57181
219095;60642
219096;69180
219097;104146
219098;51865
219099;72570
219100;76401
219101;52956
219102;100720
219103;97483
219104;89213
219105;78288
219106;72950
219107;104040
219108;64079
219109;52601
219110;70246
219111;82975
219112;71151
219113;90589
219114;44911
219115;77528
219116;101414
219117;45933
219118;61903
219119;54055
219120;84894
219121;57560
219122;111502
219123;40000
219124;69286
219125;45382
219126;84959
219127;69394
219128;53945
219129;56679
219130;87430
219131;74088
219132;42437
219133;62197
219134;69557
219135;71943
219136;72129
219137;67259
219138;65154
219139;84833
219140;58108
219141;46161
219142;58658
219143;96967
219144;45789
219145;70060
219146;83518
219147;70190
219148;55526
219149;69190
219150;60311
219151;63323
219152;84144
219153;90085
219154;60303
219155;60140
219156;72000
219157;55230
219158;62626
219159;47679
219160;80318
219161;45208
219162;76865
219163;69300
219164;57812
219165;58595
219166;69094
219167;40000
219168;68090
219169;64233
